address	function_address	category	entropy_disposition
23631	0x21b30	import_address_in_register	not_excluded
23649	0x21b30	import_address_in_register	not_excluded
23663	0x21b30	import_address_in_register	not_excluded
23fe9	0x23c10	fixed_local_nonleaf	not_excluded
2455b	0x242d0	direct_import_slot	not_excluded
245ca	0x242d0	direct_import_slot	not_excluded
24630	0x242d0	direct_import_slot	not_excluded
24746	0x242d0	fixed_local_nonleaf	not_excluded
2474f	0x242d0	fixed_local_nonleaf	not_excluded
247fc	0x242d0	direct_import_slot	not_excluded
24a6b	0x242d0	import_address_in_register	not_excluded
24b13	0x242d0	direct_import_slot	not_excluded
24b8b	0x242d0	register_value_flow_open	not_excluded
24bc7	0x242d0	direct_import_slot	not_excluded
24c4c	0x242d0	direct_import_slot	not_excluded
24e28	0x24d70	import_address_in_register	not_excluded
24e7f	0x24d70	direct_import_slot	not_excluded
24fc3	0x24d70	import_address_in_register	not_excluded
24fd5	0x24d70	import_address_in_register	not_excluded
25028	0x24d70	import_address_in_register	not_excluded
25042	0x24d70	fixed_local_nonleaf	not_excluded
25053	0x24d70	direct_import_slot	not_excluded
25064	0x24d70	fixed_local_nonleaf	not_excluded
25086	0x24d70	direct_import_slot	not_excluded
256ea	0x25110	fixed_local_leaf	excluded_for_reviewed_image
25704	0x25110	fixed_local_nonleaf	not_excluded
2577a	0x25110	fixed_local_nonleaf	not_excluded
25f42	0x25ec0	direct_import_slot	not_excluded
26b11	0x26aa0	import_address_in_register	not_excluded
26b7a	0x26aa0	import_address_in_register	not_excluded
26bd3	0x26aa0	direct_import_slot	not_excluded
26c0c	0x26aa0	direct_import_slot	not_excluded
26c31	0x26aa0	direct_import_slot	not_excluded
27494	0x27440	register_value_flow_open	not_excluded
27524	0x274d0	register_value_flow_open	not_excluded
27594	0x274d0	register_value_flow_open	not_excluded
27c8a	0x276b0	fixed_local_leaf	excluded_for_reviewed_image
27ca4	0x276b0	fixed_local_nonleaf	not_excluded
27d1a	0x276b0	fixed_local_nonleaf	not_excluded
28051	0x27f90	register_value_flow_open	not_excluded
2811b	0x27f90	register_value_flow_open	not_excluded
2819c	0x27f90	register_value_flow_open	not_excluded
281d3	0x27f90	register_value_flow_open	not_excluded
28262	0x27f90	register_value_flow_open	not_excluded
2827d	0x27f90	register_value_flow_open	not_excluded
282b9	0x27f90	register_value_flow_open	not_excluded
28378	0x27f90	register_value_flow_open	not_excluded
283f4	0x27f90	register_value_flow_open	not_excluded
2842b	0x27f90	register_value_flow_open	not_excluded
284b6	0x27f90	register_value_flow_open	not_excluded
284d1	0x27f90	register_value_flow_open	not_excluded
28b5b	0x28b30	direct_import_slot	not_excluded
2ab87	0x2ab50	import_address_in_register	not_excluded
2abae	0x2ab50	import_address_in_register	not_excluded
2af49	0x2ab50	fixed_local_nonleaf	not_excluded
2c428	0x2c360	direct_import_slot	not_excluded
2c7c9	0x2c360	fixed_local_nonleaf	not_excluded
2d2df	0x2d240	direct_import_slot	not_excluded
2d33c	0x2d240	fixed_local_nonleaf	not_excluded
2d368	0x2d240	direct_import_slot	not_excluded
2d38d	0x2d240	import_address_in_register	not_excluded
2d3c9	0x2d240	import_address_in_register	not_excluded
30600	0x305d0	import_address_in_register	not_excluded
3062b	0x305d0	import_address_in_register	not_excluded
3078b	0x305d0	direct_import_slot	not_excluded
307fc	0x305d0	direct_import_slot	not_excluded
30861	0x305d0	direct_import_slot	not_excluded
30966	0x305d0	fixed_local_nonleaf	not_excluded
3096f	0x305d0	fixed_local_nonleaf	not_excluded
30a1a	0x305d0	direct_import_slot	not_excluded
31af0	0x31ac0	import_address_in_register	not_excluded
31b1b	0x31ac0	import_address_in_register	not_excluded
31c7b	0x31ac0	direct_import_slot	not_excluded
31cec	0x31ac0	direct_import_slot	not_excluded
31d51	0x31ac0	direct_import_slot	not_excluded
31e56	0x31ac0	fixed_local_nonleaf	not_excluded
31e5f	0x31ac0	fixed_local_nonleaf	not_excluded
31f0a	0x31ac0	direct_import_slot	not_excluded
33566	0x33240	direct_import_slot	not_excluded
33606	0x33240	fixed_local_nonleaf	not_excluded
33680	0x33240	fixed_local_nonleaf	not_excluded
38fac	0x38ed0	fixed_local_nonleaf	not_excluded
38fc0	0x38ed0	fixed_local_nonleaf	not_excluded
39005	0x38ed0	fixed_local_nonleaf	not_excluded
39114	0x38ed0	fixed_local_nonleaf	not_excluded
3916b	0x38ed0	fixed_local_nonleaf	not_excluded
3925d	0x38ed0	fixed_local_nonleaf	not_excluded
3927d	0x38ed0	fixed_local_nonleaf	not_excluded
392a1	0x38ed0	fixed_local_nonleaf	not_excluded
392c7	0x38ed0	fixed_local_nonleaf	not_excluded
392ed	0x38ed0	fixed_local_nonleaf	not_excluded
39306	0x38ed0	fixed_local_nonleaf	not_excluded
398fb	0x38ed0	direct_import_slot	not_excluded
3996d	0x38ed0	import_address_in_register	not_excluded
39984	0x38ed0	import_address_in_register	not_excluded
39996	0x38ed0	import_address_in_register	not_excluded
39a03	0x38ed0	import_address_in_register	not_excluded
39a1a	0x38ed0	import_address_in_register	not_excluded
39a5c	0x38ed0	import_address_in_register	not_excluded
39b5a	0x38ed0	direct_import_slot	not_excluded
39d4b	0x38ed0	import_address_in_register	not_excluded
39d63	0x38ed0	import_address_in_register	not_excluded
39d76	0x38ed0	import_address_in_register	not_excluded
39d8b	0x38ed0	import_address_in_register	not_excluded
39dd0	0x38ed0	import_address_in_register	not_excluded
39f90	0x38ed0	direct_import_slot	not_excluded
3ace9	0x3ac70	fixed_local_nonleaf	not_excluded
3ad16	0x3ac70	fixed_local_nonleaf	not_excluded
3ad27	0x3ac70	fixed_local_nonleaf	not_excluded
3ad4d	0x3ac70	fixed_local_nonleaf	not_excluded
3ad63	0x3ac70	fixed_local_nonleaf	not_excluded
3d72e	0x3d550	fixed_local_nonleaf	not_excluded
3d773	0x3d550	fixed_local_nonleaf	not_excluded
3dbf8	0x3db70	direct_import_slot	not_excluded
3dc7f	0x3db70	direct_import_slot	not_excluded
3e2b0	0x3e290	fixed_local_nonleaf	not_excluded
3e2c5	0x3e290	fixed_local_nonleaf	not_excluded
3e397	0x3e370	fixed_local_nonleaf	not_excluded
3e3ac	0x3e370	fixed_local_nonleaf	not_excluded
3e417	0x3e3f0	fixed_local_nonleaf	not_excluded
3e42c	0x3e3f0	fixed_local_nonleaf	not_excluded
3e502	0x3e470	direct_import_slot	not_excluded
3ee71	0x3ed80	direct_import_slot	not_excluded
3ef5e	0x3ed80	direct_import_slot	not_excluded
3f044	0x3efc0	import_address_in_register	not_excluded
3f05b	0x3efc0	import_address_in_register	not_excluded
41059	0x40f60	direct_import_slot	not_excluded
4115d	0x41110	fixed_local_leaf	excluded_for_reviewed_image
4122e	0x41110	fixed_local_leaf	excluded_for_reviewed_image
41247	0x41110	fixed_local_leaf	excluded_for_reviewed_image
41345	0x41110	register_value_flow_open	not_excluded
413a7	0x41110	register_value_flow_open	not_excluded
413cf	0x41110	fixed_local_leaf	excluded_for_reviewed_image
413d9	0x41110	fixed_local_leaf	excluded_for_reviewed_image
413ed	0x41110	fixed_local_leaf	excluded_for_reviewed_image
41528	0x41110	fixed_local_leaf	excluded_for_reviewed_image
41666	0x41110	fixed_local_leaf	excluded_for_reviewed_image
41675	0x41110	fixed_local_leaf	excluded_for_reviewed_image
4178d	0x41110	register_value_flow_open	not_excluded
417aa	0x41110	register_value_flow_open	not_excluded
418ad	0x41110	register_value_flow_open	not_excluded
418c2	0x41110	register_value_flow_open	not_excluded
418cf	0x41110	register_value_flow_open	not_excluded
418df	0x41110	register_value_flow_open	not_excluded
41971	0x41920	fixed_local_leaf	excluded_for_reviewed_image
4197a	0x41920	fixed_local_leaf	excluded_for_reviewed_image
419bd	0x41920	direct_import_slot	not_excluded
419cb	0x41920	fixed_local_leaf	excluded_for_reviewed_image
419d4	0x41920	fixed_local_leaf	excluded_for_reviewed_image
419dd	0x41920	fixed_local_leaf	excluded_for_reviewed_image
419f9	0x41920	direct_import_slot	not_excluded
41da4	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41dbb	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41dc9	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41dd8	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41de6	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41df5	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e03	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e12	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e20	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e2f	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e3d	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e4c	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e5a	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e69	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e77	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e89	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41e94	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41fbe	0x41d00	fixed_local_leaf	excluded_for_reviewed_image
41fd1	0x41d00	direct_import_slot	not_excluded
4203e	0x41ff0	fixed_local_leaf	excluded_for_reviewed_image
42053	0x41ff0	fixed_local_leaf	excluded_for_reviewed_image
42060	0x41ff0	fixed_local_leaf	excluded_for_reviewed_image
